CustomerKey,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner,Parent,Customer Priority,customar Full Name (cc),Customer_full_name,Length of fill name,Parents_Exam,Customer_priority_Exam,Income_level_Exam,Education_catogery_exam,Birth_year_Exam
23721,MR.,JOHN,CLARK,23-Jul-49,M,M,john43@adventure-works.com,60000,2,Partial College,Professional,N,Yes,Standard,MR. JOHN CLARK,MR. JOHN CLARK,14,Yes,Standard,Average,Undergraduate,1949
23726,MR.,DARRELL,XIE,13-Jun-50,M,M,darrell13@adventure-works.com,60000,2,Partial College,Professional,N,Yes,Standard,MR. DARRELL XIE,MR. DARRELL XIE,15,Yes,Standard,Average,Undergraduate,1950
26509,MR.,SETH,TAYLOR,05-Mar-49,S,M,seth9@adventure-works.com,60000,2,Partial College,Professional,N,Yes,Standard,MR. SETH TAYLOR,MR. SETH TAYLOR,15,Yes,Standard,Average,Undergraduate,1949
27416,MR.,JEREMIAH,MORRIS,11-Jan-48,S,M,jeremiah46@adventure-works.com,60000,2,Partial College,Professional,N,Yes,Standard,MR. JEREMIAH MORRIS,MR. JEREMIAH MORRIS,19,Yes,Standard,Average,Undergraduate,1948
27423,MR.,DAKOTA,BUTLER,16-May-49,S,M,dakota11@adventure-works.com,60000,2,Partial College,Professional,N,Yes,Standard,MR. DAKOTA BUTLER,MR. DAKOTA BUTLER,17,Yes,Standard,Average,Undergraduate,1949
27425,MR.,STEVEN,MORRIS,09-Jul-49,S,M,steven28@adventure-works.com,60000,2,Partial College,Professional,N,Yes,Standard,MR. STEVEN MORRIS,MR. STEVEN MORRIS,17,Yes,Standard,Average,Undergraduate,1949
27431,MR.,ETHAN,JENKINS,12-Sep-50,S,M,ethan3@adventure-works.com,60000,2,Partial College,Professional,N,Yes,Standard,MR. ETHAN JENKINS,MR. ETHAN JENKINS,17,Yes,Standard,Average,Undergraduate,1950
27433,MR.,BARRY,GARCIA,20-Aug-50,S,M,barry15@adventure-works.com,60000,2,Partial College,Professional,N,Yes,Standard,MR. BARRY GARCIA,MR. BARRY GARCIA,16,Yes,Standard,Average,Undergraduate,1950
28040,MR.,JACK,MITCHELL,22-Feb-49,M,M,jack47@adventure-works.com,60000,2,Partial College,Professional,N,Yes,Standard,MR. JACK MITCHELL,MR. JACK MITCHELL,17,Yes,Standard,Average,Undergraduate,1949
28047,MR.,JAY,SANCHEZ,20-Dec-50,S,M,jay27@adventure-works.com,60000,2,Partial College,Professional,N,Yes,Standard,MR. JAY SANCHEZ,MR. JAY SANCHEZ,15,Yes,Standard,Average,Undergraduate,1950
29016,MR.,JACKSON,PEREZ,20-Mar-50,S,M,jackson33@adventure-works.com,60000,2,Partial College,Professional,N,Yes,Standard,MR. JACKSON PEREZ,MR. JACKSON PEREZ,17,Yes,Standard,Average,Undergraduate,1950
11214,MR.,CHARLES,MILLER,07-Nov-49,S,M,charles9@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. CHARLES MILLER,MR. CHARLES MILLER,18,Yes,Standard,Average,Undergraduate,1949
11227,MR.,MARSHALL,CHAVEZ,12-Aug-51,S,M,marshall35@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. MARSHALL CHAVEZ,MR. MARSHALL CHAVEZ,19,Yes,Standard,Average,Undergraduate,1951
12097,MR.,SEAN,ALLEN,13-Nov-49,S,M,sean49@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. SEAN ALLEN,MR. SEAN ALLEN,14,Yes,Standard,Average,Undergraduate,1949
13234,MR.,ROBERT,LEWIS,22-Aug-48,S,M,robert81@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. ROBERT LEWIS,MR. ROBERT LEWIS,16,Yes,Standard,Average,Undergraduate,1948
13384,MR.,MARIO,ASHE,25-Oct-50,S,M,mario21@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. MARIO ASHE,MR. MARIO ASHE,14,Yes,Standard,Average,Undergraduate,1950
13388,MR.,MARSHALL,SHEN,13-Jun-50,S,M,marshall23@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. MARSHALL SHEN,MR. MARSHALL SHEN,17,Yes,Standard,Average,Undergraduate,1950
16802,MR.,LUCAS,ALLEN,12-Jul-49,S,M,lucas39@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. LUCAS ALLEN,MR. LUCAS ALLEN,15,Yes,Standard,Average,Undergraduate,1949
17152,MR.,JACK,WANG,07-Nov-49,S,M,jack25@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. JACK WANG,MR. JACK WANG,13,Yes,Standard,Average,Undergraduate,1949
18109,MR.,SAMUEL,CAMPBELL,27-Feb-51,S,M,samuel37@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. SAMUEL CAMPBELL,MR. SAMUEL CAMPBELL,19,Yes,Standard,Average,Undergraduate,1951
19025,MR.,AARON,ROBERTS,05-Nov-52,S,M,aaron37@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. AARON ROBERTS,MR. AARON ROBERTS,17,Yes,Standard,Average,Undergraduate,1952
19871,MR.,BRYCE,RIVERA,17-Mar-49,S,M,bryce16@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. BRYCE RIVERA,MR. BRYCE RIVERA,16,Yes,Standard,Average,Undergraduate,1949
19888,MR.,CARSON,WASHINGTON,03-Jan-51,S,M,carson12@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. CARSON WASHINGTON,MR. CARSON WASHINGTON,21,Yes,Standard,Average,Undergraduate,1951
21492,MR.,ROBERT,JAI,23-Oct-50,S,M,robert43@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. ROBERT JAI,MR. ROBERT JAI,14,Yes,Standard,Average,Undergraduate,1950
21806,MR.,KELVIN,XIE,03-Feb-51,S,M,kelvin0@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. KELVIN XIE,MR. KELVIN XIE,14,Yes,Standard,Average,Undergraduate,1951
22761,MR.,EDUARDO,PRICE,09-Sep-48,S,M,eduardo44@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. EDUARDO PRICE,MR. EDUARDO PRICE,17,Yes,Standard,Average,Undergraduate,1948
24678,MR.,NATHAN,LONG,26-Aug-50,S,M,nathan5@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. NATHAN LONG,MR. NATHAN LONG,15,Yes,Standard,Average,Undergraduate,1950
26510,MR.,JACK,SCOTT,18-Mar-49,S,M,jack50@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. JACK SCOTT,MR. JACK SCOTT,14,Yes,Standard,Average,Undergraduate,1949
27424,MR.,LUIS,MITCHELL,11-Apr-49,S,M,luis44@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. LUIS MITCHELL,MR. LUIS MITCHELL,17,Yes,Standard,Average,Undergraduate,1949
27426,MR.,EVAN,STEWART,22-Dec-49,S,M,evan27@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. EVAN STEWART,MR. EVAN STEWART,16,Yes,Standard,Average,Undergraduate,1949
27432,MR.,CRAIG,RUIZ,09-May-50,S,M,craig4@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. CRAIG RUIZ,MR. CRAIG RUIZ,14,Yes,Standard,Average,Undergraduate,1950
29005,MR.,CAMERON,GONZALES,16-Sep-49,S,M,cameron12@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. CAMERON GONZALES,MR. CAMERON GONZALES,20,Yes,Standard,Average,Undergraduate,1949
29006,MR.,CHRISTIAN,KUMAR,25-Feb-49,S,M,christian14@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. CHRISTIAN KUMAR,MR. CHRISTIAN KUMAR,19,Yes,Standard,Average,Undergraduate,1949
29007,MR.,ELIJAH,PERRY,26-Dec-49,S,M,elijah11@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. ELIJAH PERRY,MR. ELIJAH PERRY,16,Yes,Standard,Average,Undergraduate,1949
29025,MR.,MIGUEL,HAYES,03-Feb-51,S,M,miguel69@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. MIGUEL HAYES,MR. MIGUEL HAYES,16,Yes,Standard,Average,Undergraduate,1951
11206,MR.,BLAKE,FLORES,24-Sep-48,M,M,blake60@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. BLAKE FLORES,MR. BLAKE FLORES,16,Yes,Standard,Average,Undergraduate,1948
12093,MR.,LEVI,CHANDRA,08-Nov-48,M,M,levi1@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. LEVI CHANDRA,MR. LEVI CHANDRA,16,Yes,Standard,Average,Undergraduate,1948
12108,MR.,JAMES,WALKER,23-Feb-50,M,M,james96@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. JAMES WALKER,MR. JAMES WALKER,16,Yes,Standard,Average,Undergraduate,1950
12117,MR.,CAMERON,YANG,03-Aug-51,M,M,cameron23@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. CAMERON YANG,MR. CAMERON YANG,16,Yes,Standard,Average,Undergraduate,1951
13233,MR.,RICHARD,COLEMAN,05-Dec-48,M,M,richard61@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. RICHARD COLEMAN,MR. RICHARD COLEMAN,19,Yes,Standard,Average,Undergraduate,1948
13235,MR.,JONATHAN,ROBINSON,22-Sep-48,M,M,jonathan72@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. JONATHAN ROBINSON,MR. JONATHAN ROBINSON,21,Yes,Standard,Average,Undergraduate,1948
13236,MR.,ROBERT,WANG,25-May-48,M,M,robert36@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. ROBERT WANG,MR. ROBERT WANG,15,Yes,Standard,Average,Undergraduate,1948
13370,MR.,BLAKE,ROSS,22-Mar-48,M,M,blake51@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. BLAKE ROSS,MR. BLAKE ROSS,14,Yes,Standard,Average,Undergraduate,1948
13372,MR.,ISAAC,EDWARDS,28-Nov-48,M,M,isaac24@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. ISAAC EDWARDS,MR. ISAAC EDWARDS,17,Yes,Standard,Average,Undergraduate,1948
13375,MR.,JASON,KUMAR,11-Apr-48,M,M,jason26@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. JASON KUMAR,MR. JASON KUMAR,15,Yes,Standard,Average,Undergraduate,1948
13376,MR.,JERRY,RAI,03-Sep-48,M,M,jerry19@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. JERRY RAI,MR. JERRY RAI,13,Yes,Standard,Average,Undergraduate,1948
13397,MR.,ADAM,MITCHELL,08-Apr-51,M,M,adam41@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. ADAM MITCHELL,MR. ADAM MITCHELL,17,Yes,Standard,Average,Undergraduate,1951
14405,MR.,DYLAN,WALKER,01-Jun-50,M,M,dylan53@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. DYLAN WALKER,MR. DYLAN WALKER,16,Yes,Standard,Average,Undergraduate,1950
14407,MR.,THOMAS,BRYANT,04-Jun-50,M,M,thomas20@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. THOMAS BRYANT,MR. THOMAS BRYANT,17,Yes,Standard,Average,Undergraduate,1950
14415,MR.,WILLIAM,DAVIS,16-Nov-51,M,M,william21@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. WILLIAM DAVIS,MR. WILLIAM DAVIS,17,Yes,Standard,Average,Undergraduate,1951
15325,MR.,ELIJAH,HAYES,20-May-48,M,M,elijah24@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. ELIJAH HAYES,MR. ELIJAH HAYES,16,Yes,Standard,Average,Undergraduate,1948
15331,MR.,JACOB,TAYLOR,26-Aug-49,M,M,jacob8@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. JACOB TAYLOR,MR. JACOB TAYLOR,16,Yes,Standard,Average,Undergraduate,1949
15332,MR.,JASON,SHARMA,08-Apr-49,M,M,jason27@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. JASON SHARMA,MR. JASON SHARMA,16,Yes,Standard,Average,Undergraduate,1949
15336,MR.,MARCO,GARCIA,21-Sep-50,M,M,marco15@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. MARCO GARCIA,MR. MARCO GARCIA,16,Yes,Standard,Average,Undergraduate,1950
15339,MR.,NOAH,ZHANG,01-Jul-50,M,M,noah21@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. NOAH ZHANG,MR. NOAH ZHANG,14,Yes,Standard,Average,Undergraduate,1950
15343,MR.,CARSON,BARNES,07-Sep-51,M,M,carson2@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. CARSON BARNES,MR. CARSON BARNES,17,Yes,Standard,Average,Undergraduate,1951
15902,MR.,ROBERT,DIAZ,25-Apr-50,M,M,robert33@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. ROBERT DIAZ,MR. ROBERT DIAZ,15,Yes,Standard,Average,Undergraduate,1950
15908,MR.,DAVID,WILSON,20-Sep-51,M,M,david65@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. DAVID WILSON,MR. DAVID WILSON,16,Yes,Standard,Average,Undergraduate,1951
16806,MR.,LOUIS,ZHAO,04-Aug-50,M,M,louis4@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. LOUIS ZHAO,MR. LOUIS ZHAO,14,Yes,Standard,Average,Undergraduate,1950
16811,MR.,LUIS,ZHANG,19-Apr-51,M,M,luis23@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. LUIS ZHANG,MR. LUIS ZHANG,14,Yes,Standard,Average,Undergraduate,1951
16813,MR.,CARSON,DIAZ,14-Apr-51,M,M,carson21@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. CARSON DIAZ,MR. CARSON DIAZ,15,Yes,Standard,Average,Undergraduate,1951
17144,MR.,LUIS,GRIFFIN,20-Feb-48,M,M,luis20@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. LUIS GRIFFIN,MR. LUIS GRIFFIN,16,Yes,Standard,Average,Undergraduate,1948
17149,MR.,STEVEN,RICHARDSON,22-Apr-49,M,M,steven19@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. STEVEN RICHARDSON,MR. STEVEN RICHARDSON,21,Yes,Standard,Average,Undergraduate,1949
17155,MR.,SAMUEL,LEWIS,21-Apr-49,M,M,samuel71@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. SAMUEL LEWIS,MR. SAMUEL LEWIS,16,Yes,Standard,Average,Undergraduate,1949
17158,MR.,MITCHELL,NARA,16-May-50,M,M,mitchell14@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. MITCHELL NARA,MR. MITCHELL NARA,17,Yes,Standard,Average,Undergraduate,1950
17160,MR.,LOUIS,ANDERSEN,04-Jan-50,M,M,louis29@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. LOUIS ANDERSEN,MR. LOUIS ANDERSEN,18,Yes,Standard,Average,Undergraduate,1950
17163,MR.,EDWARD,ADAMS,23-Aug-50,M,M,edward8@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. EDWARD ADAMS,MR. EDWARD ADAMS,16,Yes,Standard,Average,Undergraduate,1950
17164,MR.,RYAN,CLARK,08-Apr-50,M,M,ryan55@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. RYAN CLARK,MR. RYAN CLARK,14,Yes,Standard,Average,Undergraduate,1950
18082,MR.,STEVEN,SANCHEZ,14-Oct-48,M,M,steven27@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. STEVEN SANCHEZ,MR. STEVEN SANCHEZ,18,Yes,Standard,Average,Undergraduate,1948
18083,MR.,OSARUMWENSE,AGBONILE,18-Apr-48,M,M,osarumwense0@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. OSARUMWENSE AGBONILE,MR. OSARUMWENSE AGBONILE,24,Yes,Standard,Average,Undergraduate,1948
18099,MR.,MARCUS,EDWARDS,10-May-50,M,M,marcus47@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. MARCUS EDWARDS,MR. MARCUS EDWARDS,18,Yes,Standard,Average,Undergraduate,1950
18106,MR.,CARSON,ALEXANDER,15-Oct-51,M,M,carson18@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. CARSON ALEXANDER,MR. CARSON ALEXANDER,20,Yes,Standard,Average,Undergraduate,1951
18108,MR.,COLIN,GAO,04-Aug-51,M,M,colin16@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. COLIN GAO,MR. COLIN GAO,13,Yes,Standard,Average,Undergraduate,1951
18110,MR.,AUSTIN,LI,24-May-51,M,M,austin23@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. AUSTIN LI,MR. AUSTIN LI,13,Yes,Standard,Average,Undergraduate,1951
19864,MR.,ISAIAH,BROOKS,17-Dec-48,M,M,isaiah1@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. ISAIAH BROOKS,MR. ISAIAH BROOKS,17,Yes,Standard,Average,Undergraduate,1948
19866,MR.,MARTIN,PATEL,17-Jun-48,M,M,martin8@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. MARTIN PATEL,MR. MARTIN PATEL,16,Yes,Standard,Average,Undergraduate,1948
19875,MR.,PATRICK,JAMES,19-May-50,M,M,patrick5@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. PATRICK JAMES,MR. PATRICK JAMES,17,Yes,Standard,Average,Undergraduate,1950
19877,MR.,STEVE,ZHENG,23-Apr-50,M,M,steve22@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. STEVE ZHENG,MR. STEVE ZHENG,15,Yes,Standard,Average,Undergraduate,1950
20531,MR.,JAMES,YOUNG,25-Mar-50,M,M,james67@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. JAMES YOUNG,MR. JAMES YOUNG,15,Yes,Standard,Average,Undergraduate,1950
20534,MR.,DALTON,LOPEZ,13-Mar-50,M,M,dalton27@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. DALTON LOPEZ,MR. DALTON LOPEZ,16,Yes,Standard,Average,Undergraduate,1950
20539,MR.,LUIS,BAKER,21-Sep-51,M,M,luis40@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. LUIS BAKER,MR. LUIS BAKER,14,Yes,Standard,Average,Undergraduate,1951
21474,MR.,LUCAS,GRAY,22-Oct-48,M,M,lucas78@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. LUCAS GRAY,MR. LUCAS GRAY,14,Yes,Standard,Average,Undergraduate,1948
21481,MR.,JOSE,DIAZ,09-May-49,M,M,jose16@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. JOSE DIAZ,MR. JOSE DIAZ,13,Yes,Standard,Average,Undergraduate,1949
21491,MR.,JOSEPH,LEWIS,12-Apr-50,M,M,joseph28@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. JOSEPH LEWIS,MR. JOSEPH LEWIS,16,Yes,Standard,Average,Undergraduate,1950
21498,MR.,CAMERON,WILSON,06-May-51,M,M,cameron47@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. CAMERON WILSON,MR. CAMERON WILSON,18,Yes,Standard,Average,Undergraduate,1951
21797,MR.,KELVIN,GAO,25-Sep-50,M,M,kelvin33@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. KELVIN GAO,MR. KELVIN GAO,14,Yes,Standard,Average,Undergraduate,1950
21799,MR.,ANGEL,COOK,27-Sep-50,M,M,angel20@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. ANGEL COOK,MR. ANGEL COOK,14,Yes,Standard,Average,Undergraduate,1950
21805,MR.,LUCAS,RUSSELL,18-Apr-51,M,M,lucas67@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. LUCAS RUSSELL,MR. LUCAS RUSSELL,17,Yes,Standard,Average,Undergraduate,1951
22764,MR.,CHASE,BROOKS,04-Jun-48,M,M,chase2@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. CHASE BROOKS,MR. CHASE BROOKS,16,Yes,Standard,Average,Undergraduate,1948
22765,MR.,LUIS,COLLINS,21-Sep-49,M,M,luis35@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. LUIS COLLINS,MR. LUIS COLLINS,16,Yes,Standard,Average,Undergraduate,1949
22767,MR.,LUIS,HERNANDEZ,21-May-49,M,M,luis50@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. LUIS HERNANDEZ,MR. LUIS HERNANDEZ,18,Yes,Standard,Average,Undergraduate,1949
22769,MR.,BENJAMIN,MARTIN,22-Oct-49,M,M,benjamin51@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. BENJAMIN MARTIN,MR. BENJAMIN MARTIN,19,Yes,Standard,Average,Undergraduate,1949
22774,MR.,CALEB,ALEXANDER,19-Oct-50,M,M,caleb15@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. CALEB ALEXANDER,MR. CALEB ALEXANDER,19,Yes,Standard,Average,Undergraduate,1950
22779,MR.,LANCE,RUIZ,12-Dec-51,M,M,lance2@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. LANCE RUIZ,MR. LANCE RUIZ,14,Yes,Standard,Average,Undergraduate,1951
23717,MR.,AIDAN,GRIFFIN,17-Mar-48,M,M,aidan22@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. AIDAN GRIFFIN,MR. AIDAN GRIFFIN,17,Yes,Standard,Average,Undergraduate,1948
23718,MR.,NELSON,BLANCO,26-Sep-48,M,M,nelson14@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. NELSON BLANCO,MR. NELSON BLANCO,17,Yes,Standard,Average,Undergraduate,1948
23723,MR.,JOSE,PHILLIPS,09-Jun-49,M,M,jose43@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. JOSE PHILLIPS,MR. JOSE PHILLIPS,17,Yes,Standard,Average,Undergraduate,1949
23727,MR.,BRUCE,SERRANO,02-Mar-50,M,M,bruce37@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. BRUCE SERRANO,MR. BRUCE SERRANO,17,Yes,Standard,Average,Undergraduate,1950
24672,MR.,JEREMY,COOK,14-Oct-49,M,M,jeremy41@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. JEREMY COOK,MR. JEREMY COOK,15,Yes,Standard,Average,Undergraduate,1949
24676,MR.,JEREMY,ROBERTS,11-Jun-50,M,M,jeremy15@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. JEREMY ROBERTS,MR. JEREMY ROBERTS,18,Yes,Standard,Average,Undergraduate,1950
24677,MR.,BLAKE,LEE,15-Feb-50,M,M,blake22@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. BLAKE LEE,MR. BLAKE LEE,13,Yes,Standard,Average,Undergraduate,1950
24683,MR.,SHANNON,ALONSO,19-May-51,M,M,shannon29@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. SHANNON ALONSO,MR. SHANNON ALONSO,18,Yes,Standard,Average,Undergraduate,1951
24684,MR.,CHARLES,MARTIN,21-Apr-51,M,M,charles18@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. CHARLES MARTIN,MR. CHARLES MARTIN,18,Yes,Standard,Average,Undergraduate,1951
24685,MR.,JORDAN,KUMAR,03-Jun-51,M,M,jordan24@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. JORDAN KUMAR,MR. JORDAN KUMAR,16,Yes,Standard,Average,Undergraduate,1951
24968,MR.,DALTON,MOORE,18-Feb-48,M,M,dalton7@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. DALTON MOORE,MR. DALTON MOORE,16,Yes,Standard,Average,Undergraduate,1948
24970,MR.,BLAKE,WRIGHT,18-Apr-48,M,M,blake28@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. BLAKE WRIGHT,MR. BLAKE WRIGHT,16,Yes,Standard,Average,Undergraduate,1948
24981,MR.,JOSE,DAVIS,06-May-50,M,M,jose62@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. JOSE DAVIS,MR. JOSE DAVIS,14,Yes,Standard,Average,Undergraduate,1950
24982,MR.,DEVIN,KING,17-Oct-50,M,M,devin25@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. DEVIN KING,MR. DEVIN KING,14,Yes,Standard,Average,Undergraduate,1950
24987,MR.,KRISTOPHER,CHANDRA,18-Apr-51,M,M,kristopher2@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. KRISTOPHER CHANDRA,MR. KRISTOPHER CHANDRA,22,Yes,Standard,Average,Undergraduate,1951
25876,MR.,NOAH,KING,02-Jun-48,M,M,noah46@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. NOAH KING,MR. NOAH KING,13,Yes,Standard,Average,Undergraduate,1948
25883,MR.,LUIS,CARTER,03-Feb-49,M,M,luis43@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. LUIS CARTER,MR. LUIS CARTER,15,Yes,Standard,Average,Undergraduate,1949
25894,MR.,STEVE,ZENG,03-May-51,M,M,steve25@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. STEVE ZENG,MR. STEVE ZENG,14,Yes,Standard,Average,Undergraduate,1951
26498,MR.,ETHAN,HAYES,26-Oct-48,M,M,ethan19@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. ETHAN HAYES,MR. ETHAN HAYES,15,Yes,Standard,Average,Undergraduate,1948
26500,MR.,BILLY,RUIZ,22-Mar-48,M,M,billy3@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. BILLY RUIZ,MR. BILLY RUIZ,14,Yes,Standard,Average,Undergraduate,1948
26508,MR.,MARCUS,ROSS,14-Jul-49,M,M,marcus53@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. MARCUS ROSS,MR. MARCUS ROSS,15,Yes,Standard,Average,Undergraduate,1949
26522,MR.,LOGAN,THOMPSON,27-Sep-51,M,M,logan67@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. LOGAN THOMPSON,MR. LOGAN THOMPSON,18,Yes,Standard,Average,Undergraduate,1951
26524,MR.,ANTHONY,ROBINSON,05-May-51,M,M,anthony4@adventure-works.com,60000,2,Partial College,Professional,Y,Yes,Standard,MR. ANTHONY ROBINSON,MR. ANTHONY ROBINSON,20,Yes,Standard,Average,Undergraduate,1951
